,company,title,Job_Category,location,overall_score,Company_Size,Found_Year,Company_Type,Industry,Sector,salary,Lower_salary,Upper_salary
634,Michael Page HK,AI Manager (Data Scientist),Data Engineer,Hong Kong,3.6,201 to 500 Employees,,Company - Private,Security Services,Business Services,HK$300K - HK$500K,300.0,500.0
635,Paul Y. Engineering Group,Assistant Engineer (Civil),Data Engineer,Hong Kong,3.2,1001 to 5000 Employees,,Company - Private,,,HK$276K - HK$456K,276.0,456.0
636,Dah Sing Bank 大新銀行,"Data Analyst/ Assistant Manager, Core Banking Project (contract)",Data Engineer,Hong Kong,3.1,1001 to 5000 Employees,2004,Company - Public,Banks & Credit Unions,Finance,HK$288K - HK$476K,288.0,476.0
637,Paul Y. Engineering Group,Assistant Engineer (BS),Data Engineer,Hong Kong,3.2,1001 to 5000 Employees,,Company - Private,,,,,
638,Network Guard,IT Cloud Support Engineer,Data Engineer,Hong Kong,5.0,Unknown,,Company - Private,,,HK$245K - HK$420K,245.0,420.0
639,Kai Shing Management Services Ltd,IT Officer (Database Administrator),Data Engineer,Hong Kong,3.7,5001 to 10000 Employees,1978,Company - Private,,,,,
640,GWP Engineering Limited,Project Co-ordinator/Project Engineer,Data Engineer,Sha Tin,,Unknown,,Company - Public,,,,,
641,SGS Hong Kong Limited,Assistant Engineer / Trainee Engineer (Construction Material Physical Testing Laboratory),Data Engineer,Hong Kong,3.3,10000+ Employees,1878,Company - Public,Consulting,Business Services,,,
642,Bay Jay Ray Technology Limited,Image processing algorithm engineer(AI),Data Engineer,Hong Kong,3.9,,,,,,HK$264K - HK$516K,264.0,516.0
643,Wellesley Associates Limited,Crypto - Data Engineer Lead Developer,Data Engineer,Hong Kong,2.5,1 to 50 Employees,,Private Practice / Firm,Staffing & Outsourcing,Business Services,,,
644,Standard Chartered,"Principal Engineer, Data - Mox",Data Engineer,Hong Kong,3.8,10000+ Employees,1969,Company - Public,Investment Banking & Asset Management,Finance,,,
645,Atos Information Technology HK Limited,Data Centre Operations Engineer,Data Engineer,Hong Kong,3.5,10000+ Employees,1919,Company - Public,IT Services,Information Technology,,,
646,Gammon Construction,Data Scientist,Data Engineer,Kwun Tong,3.0,1001 to 5000 Employees,,Company - Public,Construction,"Construction, Repair & Maintenance",,,
647,lalamove,Data Engineer (Business Intelligence),Data Engineer,Hong Kong,3.6,501 to 1000 Employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,,,
649,UMEC,GRADUATE ENGINEER,Data Engineer,Hong Kong,3.8,501 to 1000 Employees,1988,Subsidiary or Business Segment,Construction,"Construction, Repair & Maintenance",,,
650,Chain of Demand,Data Engineer,Data Engineer,Hong Kong,,,,,,,HK$276K - HK$540K,276.0,540.0
651,Arup,2021 Graduate Engineer (Energy),Data Engineer,Hong Kong,4.1,10000+ Employees,1946,Company - Private,Architectural & Engineering Services,Business Services,,,
652,Arup,2021 Graduate Engineer (Building Envelope and Materials - Façade),Data Engineer,Hong Kong,4.1,10000+ Employees,1946,Company - Private,Architectural & Engineering Services,Business Services,,,
653,Coherent,Machine Learning Engineer,Data Engineer,Hong Kong,4.4,1001 to 5000 Employees,1966,Company - Public,Industrial Manufacturing,Manufacturing,,,
654,Pinpoint Asia,Low Latency Network Engineer,Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$276K - HK$378K,276.0,378.0
655,Paul Y. Engineering Group,Senior Building Services Engineer/ Building Services Engineer (Electrical),Data Engineer,Hong Kong,3.2,1001 to 5000 Employees,,Company - Private,,,,,
656,Tysan Management Limited,Project Engineer / Engineer / Assistant Engineer,Data Engineer,Hong Kong,,1001 to 5000 Employees,,Company - Private,,,,,
657,Société Générale,"Storage and Backup Engineer, Asia Pacific",Data Engineer,Hong Kong,3.7,10000+ Employees,1864,Company - Public,Investment Banking & Asset Management,Finance,,,
658,KITE Search,Lead Engineer (HV Systems) - Data Centre,Data Engineer,Hong Kong,,Unknown,,Company - Private,,,HK$228K - HK$487K,228.0,487.0
659,Pinpoint Asia,IT Financial Engineer,Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
660,Paul Y. Engineering Group,(Senior / Assistant) Building Services Engineer,Data Engineer,Hong Kong,3.2,1001 to 5000 Employees,,Company - Private,,,,,
661,Computime Ltd,Senior Engineer – Software (Robotics),Data Engineer,Hong Kong,3.0,Unknown,,Company - Public,,,,,
662,Société Générale,"Senior Network Engineer, Asia Pacific",Data Engineer,Hong Kong,3.7,10000+ Employees,1864,Company - Public,Investment Banking & Asset Management,Finance,,,
663,South China Morning Post,Engineer (Frontend),Data Engineer,Hong Kong,3.3,501 to 1000 Employees,1903,Company - Private,Publishing,Media,,,
664,Pinpoint Asia,SAN Storage Engineer,Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
665,Computime Ltd,Senior Engineer – Mechanical (Robotics),Data Engineer,Hong Kong,3.0,Unknown,,Company - Public,,,,,
666,Hilti (HK) Ltd,Sales Engineer,Data Engineer,Hong Kong,4.1,1001 to 5000 Employees,1955,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,HK$160K - HK$560K,160.0,560.0
667,Avery Dennison Hong Kong BV,Temporary Social Compliance Engineer,Data Engineer,Hong Kong,3.9,10000+ Employees,1935,Company - Public,Miscellaneous Manufacturing,Manufacturing,HK$278K - HK$618K,278.0,618.0
668,Swire Properties,Building Engineer (Taikoo Place),Data Engineer,Quarry Bay,3.7,1001 to 5000 Employees,1972,Company - Private,,,,,
669,Pinpoint Asia,AWS Kubernetes Production Engineer,Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
670,Computime Ltd,Senior Engineer - Software,Data Engineer,Hong Kong,3.0,Unknown,,Company - Public,,,HK$336K - HK$560K,336.0,560.0
671,Hutchison Telecommunications (Hong Kong) Limited,"Engineer/ Assistant Engineer - Cloud Services, Mobile VAS",Data Engineer,Hong Kong,4.0,10000+ Employees,1977,Company - Public,Beauty & Personal Accessories Stores,Retail,,,
672,Avery Dennison Hong Kong BV,"Quality Engineer, Global",Data Engineer,Hong Kong,3.9,10000+ Employees,1935,Company - Public,Miscellaneous Manufacturing,Manufacturing,HK$288K - HK$348K,288.0,348.0
673,KML Engineering,Senior Engineer - Electrical,Data Engineer,Sha Tin,1.6,51 to 200 Employees,,Company - Private,Architectural & Engineering Services,Business Services,,,
674,Pinpoint Asia,Network Security Senior Engineer,Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$360K - HK$667K,360.0,667.0
675,Computime Ltd,Senior Engineer – Electronic (Robotics),Data Engineer,Hong Kong,3.0,Unknown,,Company - Public,,,HK$360K - HK$450K,360.0,450.0
676,Celestica,Global Supplier Quality Engineer,Data Engineer,Hong Kong,3.6,10000+ Employees,1994,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,,,
677,RICOH HONG KONG LIMITED,Solution Engineer,Data Engineer,Hong Kong,3.3,10000+ Employees,1936,Company - Public,IT Services,Information Technology,HK$161K - HK$288K,161.0,288.0
678,Besteam Consultancy,Sales Engineer (Power Technique),Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$200K - HK$720K,200.0,720.0
679,Momenta,Senior Development Engineer,Data Engineer,Kowloon City,2.6,1 to 50 Employees,1971,Company - Private,Consumer Products Manufacturing,Manufacturing,,,
680,Pinpoint Asia,Trading Systems Network Engineer,Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$276K - HK$378K,276.0,378.0
681,Deutsche Post DHL Group,"Engineer, Facility Management, Hong Kong",Data Engineer,Hong Kong,3.8,10000+ Employees,1969,Company - Public,Logistics & Supply Chain,Transportation & Logistics,,,
682,Thermo Fisher Scientific,Depot Repair Engineer - Laboratory Equipment,Data Engineer,Hong Kong,3.8,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,
683,Edge Technology Group,Hong Kong Network Engineer,Data Engineer,Sheung Wan,3.8,10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,HK$331K - HK$454K,331.0,454.0
684,NLS,Data Engineer – Global Investment Bank,Data Engineer,Hong Kong,,,,,,,,,
685,SearchAsia,Data Engineer/ Analyst #JES,Data Engineer,Hong Kong,3.5,51 to 200 Employees,2005,Company - Private,Staffing & Outsourcing,Business Services,,,
686,Momenta,,Data Engineer,Kowloon City,2.6,1 to 50 Employees,1971,Company - Private,Consumer Products Manufacturing,Manufacturing,HK$600K,600.0,600.0
687,Standard Chartered,Data Engineer - Mox,Data Engineer,Hong Kong,4.0,10000+ Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,,,
688,"The Bank of East Asia, Limited",Banking Talent Programme - Data Engineer,Data Engineer,Hong Kong,,51 to 200 Employees,,Company - Private,,,,,
689,Pinpoint Asia,Linux/UNIX Engineer,Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$312K - HK$408K,312.0,408.0
690,Spencer Ogden (Hong Kong) Limited,Site Engineer / Assistant Engineer - Civil Engineering & Foundation,Data Engineer,Hong Kong,4.0,201 to 500 Employees,2010,Company - Private,Energy,"Oil, Gas, Energy & Utilities",,,
691,Robert Walters,,Data Engineer,Hong Kong,4.0,1001 to 5000 Employees,1985,Company - Public,Staffing & Outsourcing,Business Services,,,
692,Nexperia Hong Kong Limited,Principal Package Engineer (Database),Data Engineer,Hong Kong,4.2,Unknown,,Company - Public,,,HK$240K - HK$852K,240.0,852.0
693,Randstad,Software Engineer (Project Based),Data Engineer,Hong Kong,4.4,10000+ Employees,1960,Company - Public,Staffing & Outsourcing,Business Services,,,
694,Pinpoint Asia,C# Senior Software Engineer,Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$354K - HK$560K,354.0,560.0
695,Spencer Ogden (Hong Kong) Limited,Senior Engineer / Project Engineer / Engineer - Building Services / Electrical / HVAC / P&D,Data Engineer,Hong Kong,4.0,201 to 500 Employees,2010,Company - Private,Energy,"Oil, Gas, Energy & Utilities",,,
696,HK Taxi App Limited,Software Engineer (Fresh Graduate are welcome),Data Engineer,Hong Kong,3.9,,,,,,HK$276K - HK$600K,276.0,600.0
697,Shanghai Commercial Bank Ltd.,"Vice President, Data Analyst",Data Engineer,Hong Kong,3.5,1001 to 5000 Employees,,Company - Public,,,,,
698,Nexperia Hong Kong Limited,Assistant Mechanical Design Engineer,Data Engineer,Hong Kong,4.2,Unknown,,Company - Public,,,HK$222K - HK$360K,222.0,360.0
699,Pinpoint Asia,UNIX Engineer (Solaris / Linux),Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
700,Slync.io,Senior Customer Solutions Engineer,Data Engineer,Remote,4.5,51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,
701,Nexperia Hong Kong Limited,"Principal Engineer, Package Architecture",Data Engineer,Hong Kong,4.2,Unknown,,Company - Public,,,,,
702,Keyteo,Data Scientist - Hong Kong - (M/F),Data Engineer,Hong Kong,4.1,201 to 500 Employees,2014,Company - Private,Consulting,Business Services,HK$264K - HK$500K,264.0,500.0
703,Bloomberg,2021 Market Data Analyst (Chinese Speaker) - Hong Kong,Data Engineer,Hong Kong,3.9,10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,HK$400K - HK$480K,400.0,480.0
704,Pinpoint Asia,Messaging Engineer (Lotus Notes),Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
705,Nexperia Hong Kong Limited,Principal Mechanical Design Engineer,Data Engineer,Hong Kong,4.2,Unknown,,Company - Public,,,HK$216K - HK$360K,216.0,360.0
706,Clover Health,Staff Software Engineer,Data Engineer,Hong Kong,3.7,201 to 500 Employees,2014,Company - Public,Health Care Services & Hospitals,Health Care,HK$270K - HK$446K,270.0,446.0
707,Jane Street,Software Engineer: Summer Intern December,Data Engineer,Hong Kong,4.1,1001 to 5000 Employees,2000,Company - Private,Investment Banking & Asset Management,Finance,"HK$576K - HK$1,000K",576.0,0.0
708,Airport Authority,"Project Engineer, Risk Management",Data Engineer,Hong Kong,3.8,1001 to 5000 Employees,1995,Self-employed,Airlines,Travel & Tourism,,,
709,Pinpoint Asia,Senior UNIX Engineer,Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$250K - HK$408K,250.0,408.0
710,Nexperia Hong Kong Limited,Principal Engineer (Modelling),Data Engineer,Hong Kong,4.2,Unknown,,Company - Public,,,,,
711,Jane Street,Software Engineer: Experienced,Data Engineer,Hong Kong,4.1,1001 to 5000 Employees,2000,Company - Private,Investment Banking & Asset Management,Finance,"HK$317K - HK$1,000K",317.0,0.0
712,Multisoft Limited,Helpdesk Engineer (Support Team),Data Engineer,Hong Kong,4.3,Unknown,,Company - Public,,,,,
713,Autotoll Limited,Engineer,Data Engineer,Hong Kong,4.2,Unknown,,Company - Private,,,HK$228K - HK$378K,228.0,378.0
714,Jane Street,Software Engineer: New Grad,Data Engineer,Hong Kong,4.1,1001 to 5000 Employees,2000,Company - Private,Investment Banking & Asset Management,Finance,,,
715,Pinpoint Asia,Security Infra Engineer,Data Engineer,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
716,HSBC,Senior Java Engineer - Global Functions,Data Engineer,Kowloon City,3.7,10000+ Employees,1865,Company - Public,Banks & Credit Unions,Finance,,,
717,Paul Y. Engineering Group,Assistant MiC Manager/ Senior MiC Engineer,Data Engineer,Hong Kong,3.2,1001 to 5000 Employees,,Company - Private,,,,,
718,SAE Magnetics ( Hong Kong ) Limited,Firmware / Software Engineer,Data Engineer,Hong Kong,3.4,Unknown,,Company - Private,Computer Hardware & Software,Information Technology,HK$180K,180.0,180.0
719,Cathay Pacific Airways Ltd,Associate Data Scientist,Data Scientist,Hong Kong,3.4,10000+ Employees,1946,Company - Public,Airlines,Travel & Tourism,,,
720,Clustertech Limited,Data Scientist / Computational Scientist,Data Scientist,Hong Kong,3.9,51 to 200 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,HK$300K - HK$365K,300.0,365.0
721,Life Code Limited,AI Research Scientist,Data Scientist,Kowloon Bay,,Unknown,,Company - Private,,,,,
722,IBM,Data Scientist,Data Scientist,Hong Kong,3.9,10000+ Employees,1911,Company - Public,IT Services,Information Technology,HK$403K - HK$540K,403.0,540.0
723,SearchAsia,Data Engineer/ Analyst #JES,Data Scientist,Hong Kong,3.7,51 to 200 Employees,2005,Company - Private,Staffing & Outsourcing,Business Services,HK$118K - HK$420K,118.0,420.0
724,Visa,Data Scientist,Data Scientist,Hong Kong,4.0,10000+ Employees,1958,Company - Public,IT Services,Information Technology,,,
725,Lululemon,Data Scientist,Data Scientist,Hong Kong,4.4,10000+ Employees,1998,Company - Public,"Department, Clothing, & Shoe Stores",Retail,HK$240K - HK$540K,240.0,540.0
726,Pinpoint Asia,Data Scientist,Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
727,Arup,Data Scientist,Data Scientist,Hong Kong,4.1,10000+ Employees,1946,Company - Private,Architectural & Engineering Services,Business Services,,,
728,Delvify,Data Scientist,Data Scientist,Hong Kong,,Unknown,,Company - Private,,,,,
729,South China Morning Post,Data Scientist,Data Scientist,Hong Kong,3.3,501 to 1000 Employees,1903,Company - Private,Publishing,Media,HK$270K - HK$336K,270.0,336.0
730,Kelly Services Hong Kong,Data Scientist,Data Scientist,Hong Kong,3.5,5001 to 10000 Employees,1946,Company - Public,Staffing & Outsourcing,Business Services,,,
731,Meridian Innovation Limited,Data Scientist,Data Scientist,Hong Kong,4.0,1 to 50 Employees,,Company - Private,,,HK$264K - HK$500K,264.0,500.0
732,Walters People,Data Scientist,Data Scientist,Hong Kong,3.9,201 to 500 Employees,2004,Private Practice / Firm,Staffing & Outsourcing,Business Services,HK$264K - HK$500K,264.0,500.0
733,Octopus Holdings,Data Scientist,Data Scientist,Hong Kong,,Unknown,,Company - Private,,,HK$264K - HK$500K,264.0,500.0
734,Match Talent,Data Scientist,Data Scientist,Hong Kong,5.0,Unknown,,Company - Private,,,,,
735,Gammon Construction,Data Scientist,Data Scientist,Kwun Tong,3.0,1001 to 5000 Employees,,Company - Public,Construction,"Construction, Repair & Maintenance",,,
736,Neo Derm Ltd.,Data Scientist,Data Scientist,Hong Kong,2.4,1001 to 5000 Employees,1997,Company - Private,Consumer Products Manufacturing,Manufacturing,HK$300K - HK$365K,300.0,365.0
737,Claremont Consulting,Data Scientist,Data Scientist,Hong Kong,4.7,51 to 200 Employees,2002,Company - Public,Staffing & Outsourcing,Business Services,HK$264K - HK$500K,264.0,500.0
738,Eames Consulting,Data Scientist,Data Scientist,Hong Kong,4.2,51 to 200 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,,,
739,Crypto.com,Data Analyst / Data Scientist,Data Scientist,Hong Kong,4.4,201 to 500 Employees,2016,Company - Private,Internet,Information Technology,,,
740,Fundpark Limited,Data Scientist,Data Scientist,Hong Kong,1.9,1 to 50 Employees,,Company - Private,,,,,
741,Infotech Services,Senior Data Scientist,Data Scientist,Kwun Tong,5.0,501 to 1000 Employees,,Company - Private,,,HK$264K - HK$500K,264.0,500.0
742,the NBA,"Data Scientist (Project), NBA Asia",Data Scientist,Hong Kong,4.0,1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",HK$264K - HK$500K,264.0,500.0
743,KPMG,"Data Scientist, Data Analytics, Deal Advisory",Data Scientist,Hong Kong,4.2,10000+ Employees,1987,Company - Private,Consulting,Business Services,HK$211K - HK$288K,211.0,288.0
744,Accenture,Interactive - Customer Analytics Data Scientist,Data Scientist,Hong Kong,3.5,10000+ Employees,1989,Company - Public,Consulting,Business Services,HK$264K - HK$360K,264.0,360.0
745,Michael Page HK,Data Scientist - Big Data,Data Scientist,Hong Kong,3.6,201 to 500 Employees,,Company - Private,Security Services,Business Services,,,
746,Page Personnel,Data Scientist - Big Data,Data Scientist,Hong Kong,4.2,Unknown,,Company - Public,,,HK$264K - HK$500K,264.0,500.0
747,Match Talent,Senior Data Scientist,Data Scientist,Hong Kong,5.0,Unknown,,Company - Private,,,HK$264K - HK$500K,264.0,500.0
748,Pinpoint Asia,Senior Data Scientist (Machine Learning) – Innovative Projects with a Top-tier Global Investment Bank,Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$270K - HK$540K,270.0,540.0
749,A.S. Watson Retail (HK) Limited,"Data Scientist (SQL, Python, R)",Data Scientist,Hong Kong,3.4,10000+ Employees,1841,Company - Private,Drug & Health Stores,Retail,HK$317K - HK$365K,317.0,365.0
750,Clustertech Limited,Data Scientist / Computational Scientist,Data Scientist,Hong Kong,3.9,51 to 200 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,,,
751,Page Group Hong Kong,Associate Data Scientist/ Data Scientist - Top Tier Bank,Data Scientist,Hong Kong,3.8,5001 to 10000 Employees,1976,Company - Public,Staffing & Outsourcing,Business Services,,,
752,Elee Consulting Limited,Data Scientist (2 Vacancies),Data Scientist,Hong Kong,2.0,Unknown,,Company - Private,,,,,
753,Intact,"Data Scientist Intern – Hong Kong, Intact Lab",Data Scientist,Hong Kong,4.4,10000+ Employees,,Company - Public,Insurance Carriers,Insurance,,,
754,Lululemon,Data Scientist,Data Scientist,Hong Kong,4.4,10000+ Employees,1998,Company - Public,"Department, Clothing, & Shoe Stores",Retail,,,
755,Dairy Farm,Data Scientist - yuu Rewards Club,Data Scientist,Quarry Bay,3.0,10000+ Employees,1886,Company - Public,Grocery Stores & Supermarkets,Retail,,,
756,RC Labs Ltd.,Machine Learning Engineer / Data Scientist (Battery Modeling),Data Scientist,Hong Kong,4.0,,,,,,,,
757,Richemont,Data Science Intern,Data Scientist,Hong Kong,3.8,10000+ Employees,1988,Company - Public,Beauty & Personal Accessories Stores,Retail,,,
758,Société Générale,INTERN: Data Scientist,Data Scientist,Hong Kong,3.7,10000+ Employees,1864,Company - Public,Investment Banking & Asset Management,Finance,,,
759,Roche,Real World Data Scientist,Data Scientist,Hong Kong,4.3,10000+ Employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,
760,HealthyHealth Group Ltd,Actuarial Data Scientist,Data Scientist,Hong Kong,5.0,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,
761,the NBA,"Data Scientist (Project), NBA Asia",Data Scientist,Hong Kong,4.0,1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",,,
762,UBS,Global Markets Data Scientist,Data Scientist,Hong Kong,3.4,10000+ Employees,1862,Company - Public,Investment Banking & Asset Management,Finance,,,
763,SIRIUS Partners Ltd,Head Data Scientist Top financial Institution,Data Scientist,Hong Kong,,51 to 200 Employees,,Self-employed,,,,,
764,ImagineX,Associate Data Scientist,Data Scientist,Hong Kong,3.1,Unknown,,Company - Private,"Department, Clothing, & Shoe Stores",Retail,,,
765,Neo Derm Ltd.,Data Scientist,Data Scientist,Hong Kong,2.4,1001 to 5000 Employees,1997,Company - Private,Consumer Products Manufacturing,Manufacturing,,,
766,DFS Group,Data Scientist/ Senior Data Scientist,Data Scientist,Hong Kong,3.6,5001 to 10000 Employees,1960,Subsidiary or Business Segment,"Gift, Novelty & Souvenir Stores",Retail,,,
767,SmartBLKTrade Limited (SBT),"Research Data Scientist / Big Data Engineer, AI Dept",Data Scientist,Hong Kong,,Unknown,,Company - Private,,,,,
768,Accenture,Interactive - Customer Analytics Data Scientist,Data Scientist,Hong Kong,3.5,10000+ Employees,1989,Company - Public,Consulting,Business Services,,,
769,Hutchison Travel Limited (hutchgo.com),Junior Data Scientist,Data Scientist,Hung Hom,2.0,1 to 50 Employees,,Company - Private,,,,,
770,SmartBLKTrade Limited (SBT),Director of AI Dept / Research Data Scientist / AI Engineer,Data Scientist,Hong Kong,,Unknown,,Company - Private,,,,,
771,Hong Kong Monetary Authority,Officer (External) (HKFMI vacancy),Data Scientist,Hong Kong,3.7,501 to 1000 Employees,1993,Government,Federal Agencies,Government,,,
772,Intact,Senior Data Scientist – Hong Kong – Intact Lab,Data Scientist,Hong Kong,4.4,10000+ Employees,,Company - Public,Insurance Carriers,Insurance,,,
773,IBM,Data Scientist,Data Scientist,Hong Kong,3.9,10000+ Employees,1911,Company - Public,IT Services,Information Technology,,,
774,Crypto.com,Data Analyst / Data Scientist,Data Scientist,Hong Kong Island,4.4,201 to 500 Employees,2016,Company - Private,Internet,Information Technology,,,
775,Elee Consulting Limited,,Data Scientist,Hong Kong,2.0,Unknown,,Company - Private,,,,,
776,RC Labs Ltd.,Machine Learning Engineer / Data Scientist (Battery Modeling),Data Scientist,Hong Kong,,,,,,,,,
777,Visa,Data Scientist,Data Scientist,Hong Kong,4.1,10000+ Employees,1958,Company - Public,IT Services,Information Technology,,,
778,DFS Group,Data Scientist/ Senior Data Scientist,Data Scientist,Hong Kong,4.5,5001 to 10000 Employees,1960,Subsidiary or Business Segment,"Gift, Novelty & Souvenir Stores",Retail,,,
779,Société Générale,INTERN: Data Analytics (Operational Risks),Data Scientist,Hong Kong,3.7,10000+ Employees,1864,Company - Public,Investment Banking & Asset Management,Finance,,,
780,Pacific Careers,Data Engineer,Data Scientist,Quarry Bay,,Unknown,,Company - Private,,,HK$216K - HK$456K,216.0,456.0
781,Capital Crux Company Limited,Data Engineer,Data Scientist,Hong Kong,3.9,,,,,,,,
782,MediConCen Limited,Data Analyst (Intern),Data Scientist,Kwun Tong,3.4,1 to 50 Employees,,Company - Private,,,,,
783,The Floor,Data Analyst,Data Scientist,Hong Kong,4.2,1 to 50 Employees,,Company - Private,,,,,
784,Oliver James Associates,"Data Scientist (renewable contract, up to 45K)",Data Scientist,Hong Kong,4.6,201 to 500 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,,,
785,Pinpoint Asia,Lead Data Scientist – Big Data,Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
786,Seamatch Asia,Data Analyst / Business Intelligence,Data Scientist,Hong Kong,2.8,1 to 50 Employees,,Company - Private,Staffing & Outsourcing,Business Services,HK$204K - HK$423K,204.0,423.0
787,Michael Page HK,Data Scientist - Investment Bank,Data Scientist,Hong Kong,3.6,201 to 500 Employees,,Company - Private,Security Services,Business Services,,,
788,RecruitFirst Limited,Data Scientist (Premier Retail industry) (up to $35k),Data Scientist,Hong Kong,4.6,201 to 500 Employees,2013,Company - Public,,,HK$264K - HK$500K,264.0,500.0
789,A.S. Watson Retail (HK) Limited,Data Analyst,Data Scientist,Hong Kong,3.4,10000+ Employees,1841,Company - Private,Drug & Health Stores,Retail,HK$360K,360.0,360.0
790,Match Talent,Data Engineer,Data Scientist,Hong Kong,5.0,Unknown,,Company - Private,,,HK$216K - HK$420K,216.0,420.0
791,ELEVATE,"Data Scientist, Product and Analytics",Data Scientist,Quarry Bay,2.5,501 to 1000 Employees,2008,Company - Private,Consulting,Business Services,HK$288K - HK$396K,288.0,396.0
792,MSCI Inc,Analytics Consultant,Data Scientist,Hong Kong,4.0,1001 to 5000 Employees,1969,Company - Public,Financial Analytics & Research,Finance,HK$288K - HK$660K,288.0,660.0
793,lalamove,Data Engineer,Data Scientist,Hong Kong,3.6,501 to 1000 Employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,,,
794,Taron Solutions,Scientist,Data Scientist,Hong Kong,,Unknown,,Company - Private,,,HK$216K - HK$387K,216.0,387.0
795,E-Buy Global Limited,Data Engineer,Data Scientist,Hong Kong,3.9,,,,,,,,
796,Arup,Data Analyst,Data Scientist,Hong Kong,4.1,10000+ Employees,1946,Company - Private,Architectural & Engineering Services,Business Services,HK$236K,236.0,236.0
797,HSBC,Senior Data Scientist - Hang Seng Bank (HK),Data Scientist,Mong Kok,3.7,10000+ Employees,1865,Company - Public,Banks & Credit Unions,Finance,HK$432K - HK$660K,432.0,660.0
798,GOGOX,"Specialist, Data Science and Analytics",Data Scientist,Hong Kong,3.7,201 to 500 Employees,2013,Company - Private,Moving Services,Transportation & Logistics,HK$317K - HK$365K,317.0,365.0
799,Match Talent,Data Scientist (Financial Services),Data Scientist,Hong Kong,5.0,Unknown,,Company - Private,,,,,
800,Mandurah Consultancy,Data Engineer,Data Scientist,Hong Kong,4.1,,,,,,,,
801,EY,Data & Analytics (Lead Data Scientist / Advanced Analytics / Machine Learning / AI) – Manager,Data Scientist,Hong Kong,4.0,10000+ Employees,1989,Company - Private,Accounting,Accounting & Legal,,,
802,HGC Global Communications Limited,Data Analyst,Data Scientist,Hong Kong,2.9,1001 to 5000 Employees,,Company - Private,,,HK$204K - HK$430K,204.0,430.0
803,Pinpoint Asia,Data Scientist – Leading Global IoT Company,Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
804,Match Talent,Chief Data Scientist,Data Scientist,Hong Kong,5.0,Unknown,,Company - Private,,,,,
805,Top20Talent,Data Engineer,Data Scientist,Hong Kong,,Unknown,,Company - Private,,,,,
806,DFS Group,Data Science Manager,Data Scientist,Hong Kong,4.5,5001 to 10000 Employees,1960,Subsidiary or Business Segment,"Gift, Novelty & Souvenir Stores",Retail,,,
807,TBM The Beauty Medical,Data Analyst,Data Scientist,Hong Kong,4.1,,,,,,,,
808,"Pure Hong Kong, EA Licence No: 12S5954",(Senior) Data Scientist - Experiences in Financial/Economics Data,Data Scientist,Hong Kong,4.4,51 to 200 Employees,1999,Company - Private,Staffing & Outsourcing,Business Services,,,
809,KPMG,"Data Scientist, Data Analytics, Deal Advisory",Data Scientist,Hong Kong,4.2,10000+ Employees,1987,Company - Private,Consulting,Business Services,,,
